[000000] Main INICIO

[000000] criando 133 tarefas...
Progresso 4715000/5236609 [Task 51]
Progresso 4716000/5236609 [Task 120]
Progresso 4717000/5236609 [Task 56]
Progresso 4718000/5236609 [Task 125]
Progresso 4719000/5236609 [Task 61]
Progresso 4720000/5236609 [Task 130]
Progresso 4721000/5236609 [Task 66]
Progresso 4722000/5236609 [Task 2]
Progresso 4723000/5236609 [Task 71]
Progresso 4724000/5236609 [Task 7]
Progresso 4725000/5236609 [Task 76]
Progresso 4726000/5236609 [Task 12]
Progresso 4727000/5236609 [Task 81]
Progresso 4728000/5236609 [Task 17]
Progresso 4729000/5236609 [Task 86]
Progresso 4730000/5236609 [Task 22]
Progresso 4731000/5236609 [Task 91]
Progresso 4732000/5236609 [Task 27]
Progresso 4733000/5236609 [Task 96]
Progresso 4734000/5236609 [Task 32]
Progresso 4735000/5236609 [Task 101]
Progresso 4736000/5236609 [Task 37]
Progresso 4737000/5236609 [Task 106]
Progresso 4738000/5236609 [Task 42]
Progresso 4739000/5236609 [Task 111]
Progresso 4740000/5236609 [Task 47]
Progresso 4741000/5236609 [Task 116]
Progresso 4742000/5236609 [Task 52]
Progresso 4743000/5236609 [Task 121]
Progresso 4744000/5236609 [Task 57]
Progresso 4745000/5236609 [Task 126]
Progresso 4746000/5236609 [Task 62]
Progresso 4747000/5236609 [Task 131]
Progresso 4748000/5236609 [Task 67]
Progresso 4749000/5236609 [Task 3]
Progresso 4750000/5236609 [Task 72]
Progresso 4751000/5236609 [Task 8]
Progresso 4752000/5236609 [Task 77]
Progresso 4753000/5236609 [Task 13]
Progresso 4754000/5236609 [Task 82]
Progresso 4755000/5236609 [Task 18]
Progresso 4756000/5236609 [Task 87]
Progresso 4757000/5236609 [Task 23]
Progresso 4758000/5236609 [Task 92]
Progresso 4759000/5236609 [Task 28]
Progresso 4760000/5236609 [Task 97]
Progresso 4761000/5236609 [Task 33]
Progresso 4762000/5236609 [Task 102]
Progresso 4763000/5236609 [Task 38]
Progresso 4764000/5236609 [Task 107]
Progresso 4765000/5236609 [Task 43]
Progresso 4766000/5236609 [Task 112]
Progresso 4767000/5236609 [Task 48]
Progresso 4768000/5236609 [Task 117]
Progresso 4769000/5236609 [Task 53]
Progresso 4770000/5236609 [Task 122]
Progresso 4771000/5236609 [Task 58]
Progresso 4772000/5236609 [Task 127]
Progresso 4773000/5236609 [Task 63]
Progresso 4774000/5236609 [Task 132]
Progresso 4775000/5236609 [Task 68]
Progresso 4776000/5236609 [Task 4]
Progresso 4777000/5236609 [Task 73]
Progresso 4778000/5236609 [Task 9]
Progresso 4779000/5236609 [Task 78]
Progresso 4780000/5236609 [Task 14]
Progresso 4781000/5236609 [Task 83]
Progresso 4782000/5236609 [Task 19]
Progresso 4783000/5236609 [Task 88]
Progresso 4784000/5236609 [Task 24]
Progresso 4785000/5236609 [Task 93]
Progresso 4786000/5236609 [Task 29]
Progresso 4787000/5236609 [Task 98]
Progresso 4788000/5236609 [Task 34]
Progresso 4789000/5236609 [Task 103]
Progresso 4790000/5236609 [Task 39]
Progresso 4791000/5236609 [Task 108]
Progresso 4792000/5236609 [Task 44]
Progresso 4793000/5236609 [Task 113]
Progresso 4794000/5236609 [Task 49]
Progresso 4795000/5236609 [Task 118]
Progresso 4796000/5236609 [Task 54]
Progresso 4797000/5236609 [Task 123]
Progresso 4798000/5236609 [Task 59]
Progresso 4799000/5236609 [Task 128]
Progresso 4800000/5236609 [Task 64]
Progresso 4801000/5236609 [Task 133]
Progresso 4802000/5236609 [Task 69]
Progresso 4803000/5236609 [Task 5]
Progresso 4804000/5236609 [Task 74]
Progresso 4805000/5236609 [Task 10]
Progresso 4806000/5236609 [Task 79]
Progresso 4807000/5236609 [Task 15]
Progresso 4808000/5236609 [Task 84]
Progresso 4809000/5236609 [Task 20]
Progresso 4810000/5236609 [Task 89]
Progresso 4811000/5236609 [Task 25]
Progresso 4812000/5236609 [Task 94]
Progresso 4813000/5236609 [Task 30]
Progresso 4814000/5236609 [Task 99]
Progresso 4815000/5236609 [Task 35]
Progresso 4816000/5236609 [Task 104]
Progresso 4817000/5236609 [Task 40]
Progresso 4818000/5236609 [Task 109]
Progresso 4819000/5236609 [Task 45]
Progresso 4820000/5236609 [Task 114]
Progresso 4821000/5236609 [Task 50]
Progresso 4822000/5236609 [Task 119]
Progresso 4823000/5236609 [Task 55]
Progresso 4824000/5236609 [Task 124]
Progresso 4825000/5236609 [Task 60]
Progresso 4826000/5236609 [Task 129]
Progresso 4827000/5236609 [Task 65]
Progresso 4828000/5236609 [Task 134]
Progresso 4829000/5236609 [Task 70]
Progresso 4830000/5236609 [Task 6]
Progresso 4831000/5236609 [Task 75]
Progresso 4832000/5236609 [Task 11]
Progresso 4833000/5236609 [Task 80]
Progresso 4834000/5236609 [Task 16]
Progresso 4835000/5236609 [Task 85]
Progresso 4836000/5236609 [Task 21]
Progresso 4837000/5236609 [Task 90]
Progresso 4838000/5236609 [Task 26]
Progresso 4839000/5236609 [Task 95]
Progresso 4840000/5236609 [Task 31]
Progresso 4841000/5236609 [Task 100]
Progresso 4842000/5236609 [Task 36]
Progresso 4843000/5236609 [Task 105]
Progresso 4844000/5236609 [Task 41]
Progresso 4845000/5236609 [Task 110]
Progresso 4846000/5236609 [Task 46]
Progresso 4847000/5236609 [Task 115]
Progresso 4848000/5236609 [Task 51]
Progresso 4849000/5236609 [Task 120]
Progresso 4850000/5236609 [Task 56]
Progresso 4851000/5236609 [Task 125]
Progresso 4852000/5236609 [Task 61]
Progresso 4853000/5236609 [Task 130]
Progresso 4854000/5236609 [Task 66]
Progresso 4855000/5236609 [Task 2]
Progresso 4856000/5236609 [Task 71]
Progresso 4857000/5236609 [Task 7]
Progresso 4858000/5236609 [Task 76]
Progresso 4859000/5236609 [Task 12]
Progresso 4860000/5236609 [Task 81]
Progresso 4861000/5236609 [Task 17]
Progresso 4862000/5236609 [Task 86]
Progresso 4863000/5236609 [Task 22]
Progresso 4864000/5236609 [Task 91]
Progresso 4865000/5236609 [Task 27]
Progresso 4866000/5236609 [Task 96]
Progresso 4867000/5236609 [Task 32]
Progresso 4868000/5236609 [Task 101]
Progresso 4869000/5236609 [Task 37]
Progresso 4870000/5236609 [Task 106]
Progresso 4871000/5236609 [Task 42]
Progresso 4872000/5236609 [Task 111]
Progresso 4873000/5236609 [Task 47]
Progresso 4874000/5236609 [Task 116]
Progresso 4875000/5236609 [Task 52]
Progresso 4876000/5236609 [Task 121]
Progresso 4877000/5236609 [Task 57]
Progresso 4878000/5236609 [Task 126]
Progresso 4879000/5236609 [Task 62]
Progresso 4880000/5236609 [Task 131]
Progresso 4881000/5236609 [Task 67]
Progresso 4882000/5236609 [Task 3]
Progresso 4883000/5236609 [Task 72]
Progresso 4884000/5236609 [Task 8]
Progresso 4885000/5236609 [Task 77]
Progresso 4886000/5236609 [Task 13]
Progresso 4887000/5236609 [Task 82]
Progresso 4888000/5236609 [Task 18]
Progresso 4889000/5236609 [Task 87]
Progresso 4890000/5236609 [Task 23]
Progresso 4891000/5236609 [Task 92]
Progresso 4892000/5236609 [Task 28]
Progresso 4893000/5236609 [Task 97]
Progresso 4894000/5236609 [Task 33]
Progresso 4895000/5236609 [Task 102]
Progresso 4896000/5236609 [Task 38]
Progresso 4897000/5236609 [Task 107]
Progresso 4898000/5236609 [Task 43]
Progresso 4899000/5236609 [Task 112]
Progresso 4900000/5236609 [Task 48]
Progresso 4901000/5236609 [Task 117]
Progresso 4902000/5236609 [Task 53]
Progresso 4903000/5236609 [Task 122]
Progresso 4904000/5236609 [Task 58]
Progresso 4905000/5236609 [Task 127]
Progresso 4906000/5236609 [Task 63]
Progresso 4907000/5236609 [Task 132]
Progresso 4908000/5236609 [Task 68]
Progresso 4909000/5236609 [Task 4]
Progresso 4910000/5236609 [Task 73]
Progresso 4911000/5236609 [Task 9]
Progresso 4912000/5236609 [Task 78]
Progresso 4913000/5236609 [Task 14]
Progresso 4914000/5236609 [Task 83]
Progresso 4915000/5236609 [Task 19]
Progresso 4916000/5236609 [Task 88]
Progresso 4917000/5236609 [Task 24]
Progresso 4918000/5236609 [Task 93]
Progresso 4919000/5236609 [Task 29]
Progresso 4920000/5236609 [Task 98]
Progresso 4921000/5236609 [Task 34]
Progresso 4922000/5236609 [Task 103]
Progresso 4923000/5236609 [Task 39]
Progresso 4924000/5236609 [Task 108]
Progresso 4925000/5236609 [Task 44]
Progresso 4926000/5236609 [Task 113]
Progresso 4927000/5236609 [Task 49]
Progresso 4928000/5236609 [Task 118]
Progresso 4929000/5236609 [Task 54]
Progresso 4930000/5236609 [Task 123]
Progresso 4931000/5236609 [Task 59]
Progresso 4932000/5236609 [Task 128]
Progresso 4933000/5236609 [Task 64]
Progresso 4934000/5236609 [Task 133]
Progresso 4935000/5236609 [Task 69]
Progresso 4936000/5236609 [Task 5]
Progresso 4937000/5236609 [Task 74]
Progresso 4938000/5236609 [Task 10]
Progresso 4939000/5236609 [Task 79]
Progresso 4940000/5236609 [Task 15]
Progresso 4941000/5236609 [Task 84]
Progresso 4942000/5236609 [Task 20]
Progresso 4943000/5236609 [Task 89]
Progresso 4944000/5236609 [Task 25]
Progresso 4945000/5236609 [Task 94]
Progresso 4946000/5236609 [Task 30]
Progresso 4947000/5236609 [Task 99]
Progresso 4948000/5236609 [Task 35]
Progresso 4949000/5236609 [Task 104]
Progresso 4950000/5236609 [Task 40]
Progresso 4951000/5236609 [Task 109]
Progresso 4952000/5236609 [Task 45]
Progresso 4953000/5236609 [Task 114]
Progresso 4954000/5236609 [Task 50]
Progresso 4955000/5236609 [Task 119]
Progresso 4956000/5236609 [Task 55]
Progresso 4957000/5236609 [Task 124]
Progresso 4958000/5236609 [Task 60]
Progresso 4959000/5236609 [Task 129]
Progresso 4960000/5236609 [Task 65]
Progresso 4961000/5236609 [Task 134]
Progresso 4962000/5236609 [Task 70]
Progresso 4963000/5236609 [Task 6]
Progresso 4964000/5236609 [Task 75]
Progresso 4965000/5236609 [Task 11]
Progresso 4966000/5236609 [Task 80]
Progresso 4967000/5236609 [Task 16]
Progresso 4968000/5236609 [Task 85]
Progresso 4969000/5236609 [Task 21]
Progresso 4970000/5236609 [Task 90]
Progresso 4971000/5236609 [Task 26]
Progresso 4972000/5236609 [Task 95]
Progresso 4973000/5236609 [Task 31]
Progresso 4974000/5236609 [Task 100]
Progresso 4975000/5236609 [Task 36]
Progresso 4976000/5236609 [Task 105]
Progresso 4977000/5236609 [Task 41]
Progresso 4978000/5236609 [Task 110]
Progresso 4979000/5236609 [Task 46]
Progresso 4980000/5236609 [Task 115]
Progresso 4981000/5236609 [Task 51]
Progresso 4982000/5236609 [Task 120]
Progresso 4983000/5236609 [Task 56]
Progresso 4984000/5236609 [Task 125]
Progresso 4985000/5236609 [Task 61]
Progresso 4986000/5236609 [Task 130]
Progresso 4987000/5236609 [Task 66]
Progresso 4988000/5236609 [Task 2]
Progresso 4989000/5236609 [Task 71]
Progresso 4990000/5236609 [Task 7]
Progresso 4991000/5236609 [Task 76]
Progresso 4992000/5236609 [Task 12]
Progresso 4993000/5236609 [Task 81]
Progresso 4994000/5236609 [Task 17]
Progresso 4995000/5236609 [Task 86]
Progresso 4996000/5236609 [Task 22]
Progresso 4997000/5236609 [Task 91]
Progresso 4998000/5236609 [Task 27]
Progresso 4999000/5236609 [Task 96]
Progresso 5000000/5236609 [Task 32]
Progresso 5001000/5236609 [Task 101]
Progresso 5002000/5236609 [Task 37]
Progresso 5003000/5236609 [Task 106]
Progresso 5004000/5236609 [Task 42]
Progresso 5005000/5236609 [Task 111]
Progresso 5006000/5236609 [Task 47]
Progresso 5007000/5236609 [Task 116]
Progresso 5008000/5236609 [Task 52]
Progresso 5009000/5236609 [Task 121]
Progresso 5010000/5236609 [Task 57]
Progresso 5011000/5236609 [Task 126]
Progresso 5012000/5236609 [Task 62]
Progresso 5013000/5236609 [Task 131]
Progresso 5014000/5236609 [Task 67]
Progresso 5015000/5236609 [Task 3]
Progresso 5016000/5236609 [Task 72]
Progresso 5017000/5236609 [Task 8]
Progresso 5018000/5236609 [Task 77]
Progresso 5019000/5236609 [Task 13]
Progresso 5020000/5236609 [Task 82]
Progresso 5021000/5236609 [Task 18]
Progresso 5022000/5236609 [Task 87]
Progresso 5023000/5236609 [Task 23]
Progresso 5024000/5236609 [Task 92]
Progresso 5025000/5236609 [Task 28]
Progresso 5026000/5236609 [Task 97]
Progresso 5027000/5236609 [Task 33]
Progresso 5028000/5236609 [Task 102]
Progresso 5029000/5236609 [Task 38]
Progresso 5030000/5236609 [Task 107]
Progresso 5031000/5236609 [Task 43]
Progresso 5032000/5236609 [Task 112]
Progresso 5033000/5236609 [Task 48]
Progresso 5034000/5236609 [Task 117]
Progresso 5035000/5236609 [Task 53]
Progresso 5036000/5236609 [Task 122]
Progresso 5037000/5236609 [Task 58]
Progresso 5038000/5236609 [Task 127]
Progresso 5039000/5236609 [Task 63]
Progresso 5040000/5236609 [Task 132]
Progresso 5041000/5236609 [Task 68]
Progresso 5042000/5236609 [Task 4]
Progresso 5043000/5236609 [Task 73]
Progresso 5044000/5236609 [Task 9]
Progresso 5045000/5236609 [Task 78]
Progresso 5046000/5236609 [Task 14]
Progresso 5047000/5236609 [Task 83]
Progresso 5048000/5236609 [Task 19]
Progresso 5049000/5236609 [Task 88]
Progresso 5050000/5236609 [Task 24]
Progresso 5051000/5236609 [Task 93]
Progresso 5052000/5236609 [Task 29]
Progresso 5053000/5236609 [Task 98]
Progresso 5054000/5236609 [Task 34]
Progresso 5055000/5236609 [Task 103]
Progresso 5056000/5236609 [Task 39]
Progresso 5057000/5236609 [Task 108]
Progresso 5058000/5236609 [Task 44]
Progresso 5059000/5236609 [Task 113]
Progresso 5060000/5236609 [Task 49]
Progresso 5061000/5236609 [Task 118]
Progresso 5062000/5236609 [Task 54]
Progresso 5063000/5236609 [Task 123]
Progresso 5064000/5236609 [Task 59]
Progresso 5065000/5236609 [Task 128]
Progresso 5066000/5236609 [Task 64]
Progresso 5067000/5236609 [Task 133]
Progresso 5068000/5236609 [Task 69]
Progresso 5069000/5236609 [Task 5]
Progresso 5070000/5236609 [Task 74]
Progresso 5071000/5236609 [Task 10]
Progresso 5072000/5236609 [Task 79]
Progresso 5073000/5236609 [Task 15]
Progresso 5074000/5236609 [Task 84]
Progresso 5075000/5236609 [Task 20]
Progresso 5076000/5236609 [Task 89]
Progresso 5077000/5236609 [Task 25]
Progresso 5078000/5236609 [Task 94]
Progresso 5079000/5236609 [Task 30]
Progresso 5080000/5236609 [Task 99]
Progresso 5081000/5236609 [Task 35]
Progresso 5082000/5236609 [Task 104]
Progresso 5083000/5236609 [Task 40]
Progresso 5084000/5236609 [Task 109]
Progresso 5085000/5236609 [Task 45]
Progresso 5086000/5236609 [Task 114]
Progresso 5087000/5236609 [Task 50]
Progresso 5088000/5236609 [Task 119]
Progresso 5089000/5236609 [Task 55]
Progresso 5090000/5236609 [Task 124]
Progresso 5091000/5236609 [Task 60]
Progresso 5092000/5236609 [Task 129]
Progresso 5093000/5236609 [Task 65]
Progresso 5094000/5236609 [Task 134]
Progresso 5095000/5236609 [Task 70]
Progresso 5096000/5236609 [Task 6]
Progresso 5097000/5236609 [Task 75]
Progresso 5098000/5236609 [Task 11]
Progresso 5099000/5236609 [Task 80]
Progresso 5100000/5236609 [Task 16]
Progresso 5101000/5236609 [Task 85]
Progresso 5102000/5236609 [Task 21]
Progresso 5103000/5236609 [Task 90]
Progresso 5104000/5236609 [Task 26]
Progresso 5105000/5236609 [Task 95]
Progresso 5106000/5236609 [Task 31]
Progresso 5107000/5236609 [Task 100]
Progresso 5108000/5236609 [Task 36]
Progresso 5109000/5236609 [Task 105]
Progresso 5110000/5236609 [Task 41]
Progresso 5111000/5236609 [Task 110]
Progresso 5112000/5236609 [Task 46]
Progresso 5113000/5236609 [Task 115]
Progresso 5114000/5236609 [Task 51]
Progresso 5115000/5236609 [Task 120]
Progresso 5116000/5236609 [Task 56]
Progresso 5117000/5236609 [Task 125]
Progresso 5118000/5236609 [Task 61]
Progresso 5119000/5236609 [Task 130]
Progresso 5120000/5236609 [Task 66]
Progresso 5121000/5236609 [Task 2]
Progresso 5122000/5236609 [Task 71]
Progresso 5123000/5236609 [Task 7]
Progresso 5124000/5236609 [Task 76]
Progresso 5125000/5236609 [Task 12]
Progresso 5126000/5236609 [Task 81]
Progresso 5127000/5236609 [Task 17]
Progresso 5128000/5236609 [Task 86]
Progresso 5129000/5236609 [Task 22]
Progresso 5130000/5236609 [Task 91]
Progresso 5131000/5236609 [Task 27]
Progresso 5132000/5236609 [Task 96]
Progresso 5133000/5236609 [Task 32]
Progresso 5134000/5236609 [Task 101]
Progresso 5135000/5236609 [Task 37]
Progresso 5136000/5236609 [Task 106]
Progresso 5137000/5236609 [Task 42]
Progresso 5138000/5236609 [Task 111]
Progresso 5139000/5236609 [Task 47]
Progresso 5140000/5236609 [Task 116]
Progresso 5141000/5236609 [Task 52]
Progresso 5142000/5236609 [Task 121]
Progresso 5143000/5236609 [Task 57]
Progresso 5144000/5236609 [Task 126]
Progresso 5145000/5236609 [Task 62]
Progresso 5146000/5236609 [Task 131]
Progresso 5147000/5236609 [Task 67]
Progresso 5148000/5236609 [Task 3]
Progresso 5149000/5236609 [Task 72]
Progresso 5150000/5236609 [Task 8]
Progresso 5151000/5236609 [Task 77]
Progresso 5152000/5236609 [Task 13]
Progresso 5153000/5236609 [Task 82]
Progresso 5154000/5236609 [Task 18]
Progresso 5155000/5236609 [Task 87]
Progresso 5156000/5236609 [Task 23]
Progresso 5157000/5236609 [Task 92]
Progresso 5158000/5236609 [Task 28]
Progresso 5159000/5236609 [Task 97]
Progresso 5160000/5236609 [Task 33]
Progresso 5161000/5236609 [Task 102]
Progresso 5162000/5236609 [Task 38]
Progresso 5163000/5236609 [Task 107]
Progresso 5164000/5236609 [Task 43]
Progresso 5165000/5236609 [Task 112]
Progresso 5166000/5236609 [Task 48]
Progresso 5167000/5236609 [Task 117]
Progresso 5168000/5236609 [Task 53]
Progresso 5169000/5236609 [Task 122]
Progresso 5170000/5236609 [Task 58]
Task 2 repetiu 39373 vezes e terminou!
Progresso 5171000/5236609 [Task 129]
Progresso 5172000/5236609 [Task 73]
Progresso 5173000/5236609 [Task 17]
Progresso 5174000/5236609 [Task 93]
Progresso 5175000/5236609 [Task 37]
Progresso 5176000/5236609 [Task 113]
Progresso 5177000/5236609 [Task 57]
Progresso 5178000/5236609 [Task 133]
Progresso 5179000/5236609 [Task 77]
Progresso 5180000/5236609 [Task 21]
Progresso 5181000/5236609 [Task 97]
Progresso 5182000/5236609 [Task 41]
Progresso 5183000/5236609 [Task 117]
Progresso 5184000/5236609 [Task 61]
Progresso 5185000/5236609 [Task 5]
Progresso 5186000/5236609 [Task 81]
Progresso 5187000/5236609 [Task 25]
Progresso 5188000/5236609 [Task 101]
Progresso 5189000/5236609 [Task 45]
Progresso 5190000/5236609 [Task 121]
Progresso 5191000/5236609 [Task 65]
Progresso 5192000/5236609 [Task 9]
Progresso 5193000/5236609 [Task 85]
Progresso 5194000/5236609 [Task 29]
Progresso 5195000/5236609 [Task 105]
Progresso 5196000/5236609 [Task 49]
Progresso 5197000/5236609 [Task 125]
Progresso 5198000/5236609 [Task 69]
Progresso 5199000/5236609 [Task 13]
Progresso 5200000/5236609 [Task 89]
Progresso 5201000/5236609 [Task 33]
Progresso 5202000/5236609 [Task 109]
Progresso 5203000/5236609 [Task 53]
Progresso 5204000/5236609 [Task 129]
Progresso 5205000/5236609 [Task 73]
Progresso 5206000/5236609 [Task 17]
Progresso 5207000/5236609 [Task 93]
Progresso 5208000/5236609 [Task 37]
Progresso 5209000/5236609 [Task 113]
Progresso 5210000/5236609 [Task 57]
Progresso 5211000/5236609 [Task 133]
Progresso 5212000/5236609 [Task 77]
Progresso 5213000/5236609 [Task 21]
Progresso 5214000/5236609 [Task 97]
Progresso 5215000/5236609 [Task 41]
Progresso 5216000/5236609 [Task 117]
Progresso 5217000/5236609 [Task 61]
Progresso 5218000/5236609 [Task 5]
Progresso 5219000/5236609 [Task 81]
Progresso 5220000/5236609 [Task 25]
Progresso 5221000/5236609 [Task 101]
Progresso 5222000/5236609 [Task 45]
Progresso 5223000/5236609 [Task 121]
Progresso 5224000/5236609 [Task 65]
Progresso 5225000/5236609 [Task 9]
Progresso 5226000/5236609 [Task 85]
Progresso 5227000/5236609 [Task 29]
Progresso 5228000/5236609 [Task 105]
Progresso 5229000/5236609 [Task 49]
Progresso 5230000/5236609 [Task 125]
Progresso 5231000/5236609 [Task 69]
Progresso 5232000/5236609 [Task 13]
Progresso 5233000/5236609 [Task 89]
Progresso 5234000/5236609 [Task 33]
Progresso 5235000/5236609 [Task 109]
Progresso 5236000/5236609 [Task 53]
Task 3 repetiu 39373 vezes e terminou!
Task 4 repetiu 39373 vezes e terminou!
Task 5 repetiu 39373 vezes e terminou!
Task 6 repetiu 39373 vezes e terminou!
Task 7 repetiu 39373 vezes e terminou!
Task 8 repetiu 39373 vezes e terminou!
Task 9 repetiu 39373 vezes e terminou!
Task 10 repetiu 39373 vezes e terminou!
Task 11 repetiu 39373 vezes e terminou!
Task 12 repetiu 39373 vezes e terminou!
Task 13 repetiu 39373 vezes e terminou!
Task 14 repetiu 39373 vezes e terminou!
Task 15 repetiu 39373 vezes e terminou!
Task 16 repetiu 39373 vezes e terminou!
Task 17 repetiu 39373 vezes e terminou!
Task 18 repetiu 39373 vezes e terminou!
Task 19 repetiu 39373 vezes e terminou!
Task 20 repetiu 39373 vezes e terminou!
Task 21 repetiu 39373 vezes e terminou!
Task 22 repetiu 39373 vezes e terminou!
